Date ,Close
11/5/2020 23:58,107.2085
11/6/2020 23:58,107.3659
11/9/2020 23:58,107.92
11/10/2020 23:58,107.95
11/11/2020 23:58,107.85
11/12/2020 23:58,108.15
11/13/2020 23:58,109.1
11/16/2020 23:58,108.24
11/17/2020 23:58,108.25
11/18/2020 23:58,108.4
11/19/2020 23:58,108.36
11/20/2020 23:58,107.8111
11/23/2020 23:58,108.6
11/24/2020 23:58,108.1192
11/25/2020 23:58,108.9
11/26/2020 23:58,108.2238
11/27/2020 23:58,108.3774
11/30/2020 23:58,108.425
12/1/2020 23:58,109.25
12/2/2020 23:58,109.59
12/3/2020 23:58,109.2674
12/4/2020 23:58,109.2382
12/7/2020 23:58,110.4
12/8/2020 23:58,109.7978
12/9/2020 23:58,110.4
12/10/2020 23:58,109.8552
12/11/2020 23:58,109.8616
12/14/2020 23:58,110.6
12/15/2020 23:58,110.59
12/16/2020 23:58,110.61
12/17/2020 23:58,110.58
12/18/2020 23:58,109.7614
12/21/2020 23:58,110.1
12/22/2020 23:58,108.5
12/23/2020 23:58,107.8
12/24/2020 23:58,107.8
12/25/2020 23:58,107.75
12/28/2020 23:58,108.7
12/29/2020 23:58,108
12/30/2020 23:58,109.15
12/31/2020 23:58,108
1/1/2021 23:58,108.74
1/4/2021 23:58,108.3
1/5/2021 23:58,108.4
1/6/2021 23:58,108.45
1/7/2021 23:58,108.55
1/8/2021 23:58,109.4
1/9/2021 23:58,108.5538
1/11/2021 23:58,108.55
1/12/2021 23:58,108.7
1/13/2021 23:58,108.95
1/14/2021 23:58,109.4
1/15/2021 23:58,109.05
1/16/2021 23:58,109.1571
1/18/2021 23:58,109.12
1/19/2021 23:58,109.2
1/20/2021 23:58,110.1
1/21/2021 23:58,108.8
1/22/2021 23:58,109.95
1/25/2021 23:58,109.1
1/26/2021 23:58,109.13
1/27/2021 23:58,109.15
1/28/2021 23:58,110.05
1/29/2021 23:58,109.15
1/30/2021 23:58,109.15
1/31/2021 23:58,109.15
2/1/2021 23:58,109.15
2/2/2021 23:58,109
2/3/2021 23:58,108.85
2/4/2021 23:58,108.8
2/5/2021 23:58,109.55
2/8/2021 23:58,109.55
2/9/2021 23:58,108.55
2/10/2021 23:58,108.45
2/11/2021 23:58,109.3
2/12/2021 23:58,108.4
2/13/2021 23:58,108.4
2/14/2021 23:58,108.45
2/15/2021 23:58,108.48
2/16/2021 23:58,108.45
2/17/2021 23:58,108.48
2/18/2021 23:58,108.56
2/19/2021 23:58,108.55
2/20/2021 23:58,108.6455
2/22/2021 23:58,108.65
2/23/2021 23:58,108.7
2/24/2021 23:58,108.8
2/25/2021 23:58,108.76
2/26/2021 23:58,108.77
3/1/2021 23:58,109.7
3/2/2021 23:58,108.8
3/3/2021 23:58,108.65
3/4/2021 23:58,108.65
3/5/2021 23:58,108.6
3/8/2021 23:58,109.55
3/9/2021 23:58,108.65
3/10/2021 23:58,108.65
3/11/2021 23:58,109.5
3/12/2021 23:58,109.55
3/14/2021 23:58,108.0607
3/15/2021 23:58,109.5
3/16/2021 23:58,108.7
3/17/2021 23:58,108.65
3/18/2021 23:58,108.8
3/19/2021 23:58,108.85
3/21/2021 23:58,108.498
3/22/2021 23:58,109.75
3/23/2021 23:58,109.7
3/24/2021 23:58,108.8
3/25/2021 23:58,109.7
3/26/2021 23:58,108.7
3/28/2021 23:58,108.75
3/29/2021 23:58,108.7
3/30/2021 23:58,108.5
3/31/2021 23:58,109.25
4/1/2021 23:58,107.9
4/2/2021 23:58,107.9
4/4/2021 23:58,107.9
4/5/2021 23:58,107.78
4/6/2021 23:58,107.61
4/7/2021 23:58,107.25
4/8/2021 23:58,107
4/9/2021 23:58,106.3
4/10/2021 23:58,107.2
4/11/2021 23:58,106.3
4/12/2021 23:58,106.15
4/13/2021 23:58,105.9
4/14/2021 23:58,105.8
4/15/2021 23:58,106.05
4/16/2021 23:58,107.4
4/17/2021 23:58,106.3092
4/18/2021 23:58,106.6
4/19/2021 23:58,106.95
4/20/2021 23:58,108
4/21/2021 23:58,107.45
4/22/2021 23:58,107.5
4/23/2021 23:58,108.4
4/24/2021 23:58,106.9529
4/25/2021 23:58,107.55
4/26/2021 23:58,107.1
4/27/2021 23:58,107.75
4/28/2021 23:58,106.8
4/29/2021 23:58,106.85
4/30/2021 23:58,106.8
5/1/2021 23:58,107.0902
5/2/2021 23:58,107.34
5/3/2021 23:58,107.6
5/4/2021 23:58,106.25
5/5/2021 23:58,105.9
5/6/2021 23:58,105.75
5/7/2021 23:58,105.7
5/8/2021 23:58,104.7124
5/9/2021 23:58,105.7
5/10/2021 23:58,105.5
5/11/2021 23:58,106.05
5/12/2021 23:58,106.05
5/13/2021 23:58,107.1
5/14/2021 23:58,106.15
5/16/2021 23:58,106.15
5/17/2021 23:58,106.3
5/18/2021 23:58,106.55
5/19/2021 23:58,106.95
5/20/2021 23:58,108.15
5/21/2021 23:58,107.2
5/23/2021 23:58,107.23
5/24/2021 23:58,107
5/25/2021 23:58,107.6
5/26/2021 23:58,106.55
5/27/2021 23:58,106.5
5/28/2021 23:58,107.55
5/30/2021 23:58,106.65
5/31/2021 23:58,106.71
6/1/2021 23:58,106.7
6/2/2021 23:58,106.75
6/3/2021 23:58,106.8
6/4/2021 23:58,106.9
6/6/2021 23:58,106.85
6/7/2021 23:58,106.9
6/8/2021 23:58,107.85
6/9/2021 23:58,106.9
6/10/2021 23:58,107.8
6/11/2021 23:58,106.8
6/13/2021 23:58,106.8
6/14/2021 23:58,106.75
6/15/2021 23:58,106.8
6/16/2021 23:58,106.85
6/17/2021 23:58,106.8
6/18/2021 23:58,106.8
6/20/2021 23:58,106.8
6/21/2021 23:58,106.8
6/22/2021 23:58,107.65
6/23/2021 23:58,106.7
6/24/2021 23:58,106.75
6/25/2021 23:58,106.8
6/27/2021 23:58,106.8
6/28/2021 23:58,107.65
6/29/2021 23:58,106.85
6/30/2021 23:58,106.95
7/1/2021 23:58,107.75
7/2/2021 23:58,107
7/4/2021 23:58,106.95
7/5/2021 23:58,106.95
7/6/2021 23:58,107.85
7/7/2021 23:58,106.95
7/8/2021 23:58,106.9
7/9/2021 23:58,106.9
7/10/2021 23:58,106.5048
7/11/2021 23:58,106.77
7/12/2021 23:58,106.95
7/13/2021 23:58,106.95
7/14/2021 23:58,107.05
7/15/2021 23:58,107.05
7/16/2021 23:58,107.21
7/17/2021 23:58,106.901
7/18/2021 23:58,107.2
7/19/2021 23:58,107.01
7/20/2021 23:58,107.15
7/21/2021 23:58,107.2
7/22/2021 23:58,108
7/23/2021 23:58,107.3
7/24/2021 23:58,106.9549
7/25/2021 23:58,107.23
7/26/2021 23:58,107.55
7/27/2021 23:58,107.5
7/28/2021 23:58,108.5
7/29/2021 23:58,107.6
7/30/2021 23:58,107.6
8/1/2021 23:58,107.59
8/2/2021 23:58,107.6
8/3/2021 23:58,107.65
8/4/2021 23:58,107.7
8/5/2021 23:58,108.65
8/6/2021 23:58,107.8
8/7/2021 23:58,107.8622
8/8/2021 23:58,107.97
8/9/2021 23:58,107.85
8/10/2021 23:58,108.05
8/11/2021 23:58,108.17
8/12/2021 23:58,108.2
8/13/2021 23:58,108.3
8/15/2021 23:58,108.3
8/16/2021 23:58,108.4
8/17/2021 23:58,108.45
8/18/2021 23:58,108.5
8/19/2021 23:58,108.51
8/20/2021 23:58,108.6
8/21/2021 23:58,108.114
8/22/2021 23:58,108.6
8/23/2021 23:58,108.65
8/24/2021 23:58,108.6
8/25/2021 23:58,109.65
8/26/2021 23:58,109.7
8/27/2021 23:58,108.85
8/29/2021 23:58,108.85
8/30/2021 23:58,108.85
8/31/2021 23:58,108.81
9/1/2021 23:58,108.9
9/2/2021 23:58,109.03
9/3/2021 23:58,109
9/5/2021 23:58,109.01
9/6/2021 23:58,109.05
9/7/2021 23:58,109.06
9/8/2021 23:58,109.09
9/9/2021 23:58,108.93
9/10/2021 23:58,108.9
9/12/2021 23:58,108.9
9/13/2021 23:58,108.9
9/14/2021 23:58,109
9/15/2021 23:58,109.05
9/16/2021 23:58,109.08
9/17/2021 23:58,109.2
9/19/2021 23:58,109.2
9/20/2021 23:58,110.1
9/21/2021 23:58,109.3
9/22/2021 23:58,109.4
9/23/2021 23:58,109.4
9/24/2021 23:58,110.3
9/26/2021 23:58,109.4
9/27/2021 23:58,109.45
9/28/2021 23:58,109.5
9/29/2021 23:58,109.5
9/30/2021 23:58,109.5
10/1/2021 23:58,110.45
10/3/2021 23:58,109.55
10/4/2021 23:58,109.55
10/5/2021 23:58,109.7
10/6/2021 23:58,109.52
10/7/2021 23:58,110.65
10/8/2021 23:58,109.7
10/9/2021 23:58,109.3931
10/10/2021 23:58,109.69
10/11/2021 23:58,109.76
10/12/2021 23:58,109.8
10/13/2021 23:58,109.9
10/14/2021 23:58,109.9
10/15/2021 23:58,109.95
10/17/2021 23:58,109.95
10/18/2021 23:58,110.8
10/19/2021 23:58,109.95
10/20/2021 23:58,109.95
10/21/2021 23:58,110
10/22/2021 23:58,110.1
10/23/2021 23:58,109.5795
10/24/2021 23:58,109.87
10/25/2021 23:58,110.15
10/26/2021 23:58,111.05
10/27/2021 23:58,110.15
10/28/2021 23:58,110.2
10/29/2021 23:58,110.2
11/1/2021 23:58,110.3
11/2/2021 23:58,110.25
11/3/2021 23:58,110.4
11/4/2021 23:58,110.5
11/5/2021 23:58,110.6
11/8/2021 23:58,110.55
11/9/2021 23:58,110.65
11/10/2021 23:58,110.8
11/11/2021 23:58,110.9
11/12/2021 23:58,111.05
11/15/2021 23:58,111.1
11/16/2021 23:58,111.15
11/17/2021 23:58,111.25
11/18/2021 23:58,111.3
11/19/2021 23:58,111.03
11/22/2021 23:58,111.4
11/23/2021 23:58,111.4
11/24/2021 23:58,111.45
11/25/2021 23:58,111.37
11/26/2021 23:58,111.5
11/29/2021 23:58,111.55
11/30/2021 23:58,111.5
12/1/2021 23:58,111.5
12/2/2021 23:58,111.7
12/3/2021 23:58,112.6
12/4/2021 23:58,111.3106
12/6/2021 23:58,111.75
12/7/2021 23:58,111.9
12/8/2021 23:58,111.85
12/9/2021 23:58,112.12
12/10/2021 23:58,111.95
12/11/2021 23:58,111.1029
12/12/2021 23:58,111.1029
12/13/2021 23:58,112.8
12/14/2021 23:58,112.85
12/15/2021 23:58,112
12/16/2021 23:58,112.05
12/17/2021 23:58,112.1
12/18/2021 23:58,112.4517
12/20/2021 23:58,112.15
12/21/2021 23:58,112.15
12/22/2021 23:58,112.15
12/23/2021 23:58,113
12/24/2021 23:58,113.05
12/27/2021 23:58,113
12/28/2021 23:58,113
12/29/2021 23:58,112.15
12/30/2021 23:58,112.15
12/31/2021 23:58,112.15
1/3/2022 23:58,112.15
1/4/2022 23:58,112.13
1/5/2022 23:58,112.15
1/6/2022 23:58,112.25
1/7/2022 23:58,113.2
1/8/2022 23:58,111.4231
1/10/2022 23:58,112.35
1/11/2022 23:58,113.2
1/12/2022 23:58,112.35
1/13/2022 23:58,112.4
1/14/2022 23:58,113.3
1/17/2022 23:58,112.44
1/18/2022 23:58,112.5
1/19/2022 23:58,112.55
1/20/2022 23:58,113.45
1/21/2022 23:58,113.4
1/24/2022 23:58,112.55
1/25/2022 23:58,113.45
1/26/2022 23:58,113.4
1/27/2022 23:58,112.65
1/28/2022 23:58,113.5
1/30/2022 23:58,112.0916
1/31/2022 23:58,112.6
2/1/2022 23:58,112.6
2/2/2022 23:58,113.45
2/3/2022 23:58,112.65
2/4/2022 23:58,112.65
2/7/2022 23:58,113.5
2/8/2022 23:58,112.6
2/9/2022 23:58,113.5
2/10/2022 23:58,113.55
2/11/2022 23:58,113.55
2/12/2022 23:58,112.7337
2/14/2022 23:58,112.65
2/15/2022 23:58,113.5
2/16/2022 23:58,113.55
2/17/2022 23:58,112.7
2/18/2022 23:58,113.6
2/21/2022 23:58,112.69
2/22/2022 23:58,112.8
2/23/2022 23:58,112.85
2/24/2022 23:58,112.85
2/25/2022 23:58,112.85
2/26/2022 23:58,111.6807
2/27/2022 23:58,111.6807
2/28/2022 23:58,113.7
3/1/2022 23:58,112.81
3/2/2022 23:58,112.95
3/3/2022 23:58,113.16
3/4/2022 23:58,113.1742
3/5/2022 23:58,113.1742
3/7/2022 23:58,113.05
3/8/2022 23:58,113.1
3/9/2022 23:58,113.15
3/10/2022 23:58,113.2
3/11/2022 23:58,113.2
3/14/2022 23:58,113.25
3/15/2022 23:58,113.3
3/16/2022 23:58,113.35
3/17/2022 23:58,114.3
3/18/2022 23:58,113.4
3/21/2022 23:58,113.35
3/22/2022 23:58,113.55
3/23/2022 23:58,113.65
3/24/2022 23:58,113.75
3/25/2022 23:58,113.8
3/26/2022 23:58,113.735
3/27/2022 23:58,113.8
3/28/2022 23:58,113.85
3/29/2022 23:58,113.9
3/30/2022 23:58,114
3/31/2022 23:58,114
4/1/2022 23:58,114.1
4/2/2022 23:58,113.9015
4/3/2022 23:58,114.05
4/4/2022 23:58,115
4/5/2022 23:58,114.1
4/6/2022 23:58,114.3
4/7/2022 23:58,114.3
4/8/2022 23:58,114.35
4/10/2022 23:58,114.35
4/11/2022 23:58,115.2
4/12/2022 23:58,115.25
4/13/2022 23:58,114.45
4/14/2022 23:58,115.3
4/15/2022 23:58,114.4
4/17/2022 23:58,114.5
4/18/2022 23:58,114.38
4/19/2022 23:58,114.55
4/20/2022 23:58,114.55
4/21/2022 23:58,115.29
4/22/2022 23:58,114.7
4/23/2022 23:58,114.6221
4/24/2022 23:58,114.7
4/25/2022 23:58,115.6
4/26/2022 23:58,114.87
4/27/2022 23:58,114.75
4/28/2022 23:58,114.85
4/29/2022 23:58,114.85
5/1/2022 23:58,114.8
5/2/2022 23:58,114.85
5/3/2022 23:58,114.85
5/4/2022 23:58,114.95
5/5/2022 23:58,115.85
5/6/2022 23:58,115.9
5/8/2022 23:58,114.95
5/9/2022 23:58,115.05
5/10/2022 23:58,115.1
5/11/2022 23:58,116
5/12/2022 23:58,116.05
5/13/2022 23:58,115.2
5/15/2022 23:58,115.2
5/16/2022 23:58,115.3
5/17/2022 23:58,115.35
5/18/2022 23:58,115.4
5/19/2022 23:58,115.45
5/20/2022 23:58,115.5
5/22/2022 23:58,115.45
5/23/2022 23:58,115.55
5/24/2022 23:58,115.6
5/25/2022 23:58,115.65
5/26/2022 23:58,115.7
5/27/2022 23:58,115.75
5/29/2022 23:58,115.7
5/30/2022 23:58,115.7
5/31/2022 23:58,115.85
6/1/2022 23:58,116.7
6/2/2022 23:58,115.85
6/3/2022 23:58,115.8
6/4/2022 23:58,115.5789
6/5/2022 23:58,115.98
6/6/2022 23:58,115.95
6/7/2022 23:58,116
6/8/2022 23:58,116.02
6/9/2022 23:58,116.1
6/10/2022 23:58,116.15
6/11/2022 23:58,116.463
6/12/2022 23:58,116
6/13/2022 23:58,116.25
6/14/2022 23:58,116.2
6/15/2022 23:58,116.27
6/16/2022 23:58,116.41
6/17/2022 23:58,116.45
6/18/2022 23:58,116.2094
6/19/2022 23:58,116.35
6/20/2022 23:58,116.4
6/21/2022 23:58,116.6
6/22/2022 23:58,116.65
6/23/2022 23:58,116.7
6/24/2022 23:58,116.75
6/26/2022 23:58,116.75
6/27/2022 23:58,116.8
6/28/2022 23:58,116.82
6/29/2022 23:58,116.8
6/30/2022 23:58,116.88
7/1/2022 23:58,116.87
7/3/2022 23:58,116.9
7/4/2022 23:58,116.93
7/5/2022 23:58,117
7/6/2022 23:58,117.05
7/7/2022 23:58,117.1
7/8/2022 23:58,116.71
7/9/2022 23:58,116.139
7/10/2022 23:58,117.1
7/11/2022 23:58,117.31
7/12/2022 23:58,117.15
7/13/2022 23:58,117.2
7/14/2022 23:58,117.2
7/15/2022 23:58,117.25
7/16/2022 23:58,116.7208
7/17/2022 23:58,117.25
7/18/2022 23:58,117.4
7/19/2022 23:58,117.55
7/20/2022 23:58,117.55
7/21/2022 23:58,117.55
7/22/2022 23:58,117.75
7/23/2022 23:58,116.6856
7/24/2022 23:58,117.65
7/25/2022 23:58,117.67
7/26/2022 23:58,117.6
7/27/2022 23:58,117.85
7/28/2022 23:58,117.88
7/29/2022 23:58,117.95
7/31/2022 23:58,117.9
8/1/2022 23:58,118
8/2/2022 23:58,118.05
8/3/2022 23:58,118.15
8/4/2022 23:58,118.2
8/5/2022 23:58,118.25
8/6/2022 23:58,118.2423
8/7/2022 23:58,118.1
8/8/2022 23:58,119.1
8/9/2022 23:58,119.2
8/10/2022 23:58,118.35
8/11/2022 23:58,118.4
8/12/2022 23:58,118.45
8/14/2022 23:58,118.45
8/15/2022 23:58,118.5
8/16/2022 23:58,118.55
8/17/2022 23:58,118.59
8/18/2022 23:58,118.65
8/19/2022 23:58,118.8
8/20/2022 23:58,118.496
8/21/2022 23:58,118.7
8/22/2022 23:58,118.85
8/23/2022 23:58,118.9
8/24/2022 23:58,118.95
8/25/2022 23:58,119
8/26/2022 23:58,119.9
8/27/2022 23:58,118.9987
8/28/2022 23:58,118.9
8/29/2022 23:58,119.05
8/30/2022 23:58,119.95
8/31/2022 23:58,119.15
9/1/2022 23:58,119.2
9/2/2022 23:58,119.3
9/4/2022 23:58,119.15
9/5/2022 23:58,120.2
9/6/2022 23:58,119.35
9/7/2022 23:58,120.25
9/8/2022 23:58,120.25
9/9/2022 23:58,119.4
9/10/2022 23:58,119.4
9/11/2022 23:58,119.3
9/12/2022 23:58,119.45
9/13/2022 23:58,119.45
9/14/2022 23:58,119.4
9/15/2022 23:58,120.4
9/16/2022 23:58,119.55
9/17/2022 23:58,117.3826
9/18/2022 23:58,119.4
9/19/2022 23:58,120.45
9/20/2022 23:58,119.6
9/21/2022 23:58,119.6
9/22/2022 23:58,120.55
9/23/2022 23:58,120.55
9/24/2022 23:58,119.813
9/25/2022 23:58,119.5
9/26/2022 23:58,120.55
9/27/2022 23:58,119.75
9/28/2022 23:58,120.65
9/29/2022 23:58,119.8
9/30/2022 23:58,119.85
10/2/2022 23:58,119.75
10/3/2022 23:58,120.75
10/4/2022 23:58,119.85
10/5/2022 23:58,120.32
10/6/2022 23:58,119.9
10/7/2022 23:58,119.9
10/8/2022 23:58,120.0527
10/9/2022 23:58,119.85
10/10/2022 23:58,119.9
10/11/2022 23:58,120.75
10/12/2022 23:58,120
10/13/2022 23:58,120.05
10/14/2022 23:58,120.05
10/16/2022 23:58,120
10/17/2022 23:58,120.1
10/18/2022 23:58,120.1
10/19/2022 23:58,120.15
10/20/2022 23:58,120.4
10/21/2022 23:58,120.2
10/22/2022 23:58,118.3194
10/23/2022 23:58,120.2
10/24/2022 23:58,121.1
10/25/2022 23:58,121.1
10/26/2022 23:58,121.2
10/27/2022 23:58,120.35
10/28/2022 23:58,120.4
10/31/2022 23:58,121.3
11/1/2022 23:58,120.45
11/2/2022 23:58,120.5
11/3/2022 23:58,120.55
11/4/2022 23:58,120.6
11/5/2022 23:58,117.7297
11/6/2022 23:58,118.5705
11/7/2022 23:58,120.6
11/8/2022 23:58,120.75
11/9/2022 23:58,120.8
11/10/2022 23:58,120.85
11/11/2022 23:58,120.85
11/12/2022 23:58,119.4885
11/14/2022 23:58,120.95
11/15/2022 23:58,121
11/16/2022 23:58,121.05
11/17/2022 23:58,121.1
11/18/2022 23:58,121.15
11/19/2022 23:58,121.15
11/21/2022 23:58,121.2
11/22/2022 23:58,121.25
11/23/2022 23:58,121.3
11/24/2022 23:58,121.25
11/25/2022 23:58,121.3
11/26/2022 23:58,121.3
11/28/2022 23:58,121.45
11/29/2022 23:58,121.5
11/30/2022 23:58,121.55
12/1/2022 23:58,121.6
12/2/2022 23:58,121.65
12/3/2022 23:58,121.65
12/4/2022 23:58,121.45
12/5/2022 23:58,121.7
12/6/2022 23:58,121.75
12/7/2022 23:58,121.8
12/8/2022 23:58,121.85
12/9/2022 23:58,121.9
12/10/2022 23:58,121.5134
12/12/2022 23:58,121.73
12/13/2022 23:58,121.95
12/14/2022 23:58,122
12/15/2022 23:58,122.05
12/16/2022 23:58,122.95
12/17/2022 23:58,122.0505
12/19/2022 23:58,122.1
12/20/2022 23:58,123.1
12/21/2022 23:58,122.25
12/22/2022 23:58,122.3
12/23/2022 23:58,122.35
12/24/2022 23:58,122.35
12/26/2022 23:58,122.35
12/27/2022 23:58,123.25
12/28/2022 23:58,122.4
12/29/2022 23:58,122.4
12/30/2022 23:58,122.5
12/31/2022 23:58,122.5
1/2/2023 23:58,122.41
1/3/2023 23:58,122.55
1/4/2023 23:58,123.4
1/5/2023 23:58,122.6
1/6/2023 23:58,122.65
1/7/2023 23:58,122.65
1/9/2023 23:58,122.7
1/10/2023 23:58,122.8
1/11/2023 23:58,122.85
1/12/2023 23:58,122.9
1/13/2023 23:58,122.95
1/14/2023 23:58,122.0506
1/16/2023 23:58,122.9
1/17/2023 23:58,123.05
1/18/2023 23:58,123.1
1/19/2023 23:58,123.15
1/20/2023 23:58,123.1
1/21/2023 23:58,123.1
1/23/2023 23:58,123.25
1/24/2023 23:58,123.3
1/25/2023 23:58,123.35
1/26/2023 23:58,123.35
1/27/2023 23:58,123.45
1/28/2023 23:58,123.0817
1/30/2023 23:58,123.42
1/31/2023 23:58,123.5
2/1/2023 23:58,123.6
2/2/2023 23:58,123.7
2/3/2023 23:58,123.75
2/4/2023 23:58,124.424
2/6/2023 23:58,124.8
2/7/2023 23:58,124.03
2/8/2023 23:58,124.1
2/9/2023 23:58,124.2
2/10/2023 23:58,124.3
2/11/2023 23:58,123.6017
2/13/2023 23:58,124.26
2/14/2023 23:58,124.5
2/15/2023 23:58,124.89
2/16/2023 23:58,124.65
2/17/2023 23:58,124.9
2/18/2023 23:58,123.3264
2/19/2023 23:58,123.7367
2/20/2023 23:58,125.13
2/21/2023 23:58,125.15
2/22/2023 23:58,125.07
2/23/2023 23:58,125.28
2/24/2023 23:58,125.9
2/25/2023 23:58,125.11
2/27/2023 23:58,126.1
2/28/2023 23:58,126.3
3/1/2023 23:58,126.6
3/2/2023 23:58,126.35
3/3/2023 23:58,127
3/4/2023 23:58,127
3/6/2023 23:58,127.98
3/7/2023 23:58,127.6
3/8/2023 23:58,127.8
3/9/2023 23:58,128.2
3/10/2023 23:58,126.92
3/11/2023 23:58,126.9558
3/13/2023 23:58,128.8
3/14/2023 23:58,128.95
3/15/2023 23:58,129.1
3/16/2023 23:58,129.9
3/17/2023 23:58,127.1219
3/18/2023 23:58,125.8012
3/20/2023 23:58,129
3/21/2023 23:58,129.5
3/22/2023 23:58,129.9
3/23/2023 23:58,130.3
3/24/2023 23:58,130.4
3/25/2023 23:58,130.4
3/26/2023 23:58,130.4
3/27/2023 23:58,130.6
3/28/2023 23:58,129.81
3/29/2023 23:58,131.15
3/30/2023 23:58,131.4
3/31/2023 23:58,131.5
4/2/2023 23:58,131.5
4/3/2023 23:58,131.75
4/4/2023 23:58,132.05
4/5/2023 23:58,132.4
4/6/2023 23:58,132.6
4/7/2023 23:58,132.65
4/8/2023 23:58,129.7204
4/9/2023 23:58,132.6
4/10/2023 23:58,133.5
4/11/2023 23:58,132.75
4/12/2023 23:58,133
4/13/2023 23:58,134.3
4/14/2023 23:58,133.6
4/15/2023 23:58,131.1
4/16/2023 23:58,133.55
4/17/2023 23:58,133.75
4/18/2023 23:58,134.9
4/19/2023 23:58,134.2
4/20/2023 23:58,134.35
4/21/2023 23:58,132.7639
4/23/2023 23:58,134.35
4/24/2023 23:58,132.4284
4/25/2023 23:58,134.65
4/26/2023 23:58,135.75
4/27/2023 23:58,135.8
4/28/2023 23:58,135.9
4/29/2023 23:58,131.0902
4/30/2023 23:58,135
5/1/2023 23:58,135.9
5/2/2023 23:58,136.05
5/3/2023 23:58,135.35
5/4/2023 23:58,135.4
5/5/2023 23:58,135.5
5/7/2023 23:58,135.45
5/8/2023 23:58,135.5
5/9/2023 23:58,135.7
5/10/2023 23:58,136.6
5/11/2023 23:58,136.8
5/12/2023 23:58,136.9
5/13/2023 23:58,133.2054
5/14/2023 23:58,136
5/15/2023 23:58,136.1
5/16/2023 23:58,136.2
5/17/2023 23:58,136.4
5/18/2023 23:58,136.55
5/19/2023 23:58,136.65
5/21/2023 23:58,136.5
5/22/2023 23:58,136.8
5/23/2023 23:58,137.9
5/24/2023 23:58,137.25
5/25/2023 23:58,138.15
5/26/2023 23:58,137.35
5/28/2023 23:58,137.35
5/29/2023 23:58,137.45
5/30/2023 23:58,137.5
5/31/2023 23:58,137.65
6/1/2023 23:58,135.545
6/2/2023 23:58,137.8
6/3/2023 23:58,136.1208
6/4/2023 23:58,137.8
6/5/2023 23:58,137.76
6/6/2023 23:58,137.95
6/7/2023 23:58,138.2
6/8/2023 23:58,139.15
6/9/2023 23:58,138.3
6/10/2023 23:58,137.5505
6/11/2023 23:58,138.4
6/12/2023 23:58,138.5
6/13/2023 23:58,138.5
6/14/2023 23:58,139.6
6/15/2023 23:58,138.9
6/16/2023 23:58,140
6/18/2023 23:58,137.5678
6/19/2023 23:58,139.15
6/20/2023 23:58,140.1
6/21/2023 23:58,139.3
6/22/2023 23:58,139.45
6/23/2023 23:58,139.45
6/24/2023 23:58,136.9668
6/25/2023 23:58,139.45
6/26/2023 23:58,139.45
6/27/2023 23:58,139.45
6/28/2023 23:58,140.35
6/29/2023 23:58,139.55
6/30/2023 23:58,139.6
