name,url,price,category,store,date
Astonish Jasmine and wild berry Wood Floor cleaner 1L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-jas-wild-wood-flo-clean1l/p/22998,795,multi-purpose-cleaner,Carrefour,2025-08-06
Teepol Multipurpose Liquid Detergent 5l,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/teepol-multipurpose-detergent-5l/p/2206,580,multi-purpose-cleaner,Carrefour,2025-08-06
Astonish Lavender  Blossom Floor Cleaner 1L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-lave-blosson-floor-clean1l/p/23001,650,multi-purpose-cleaner,Carrefour,2025-08-06
Maxell Magic Crawling Insects Repellent Floor Cleaner 2L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/maxel-magic-f-cleaner-i-repellant2l/p/167075,545,multi-purpose-cleaner,Carrefour,2025-08-06
Pride Mult-Liquid Detergent 1L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pride-mult-liquid-detergent-1l/p/28483,240,multi-purpose-cleaner,Carrefour,2025-08-06
Maxel Magic Floor Cleaner Lemon 2L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/maxel-magic-floor-cleaner-lemon-2l/p/167073,545,multi-purpose-cleaner,Carrefour,2025-08-06
Astonish Orange Multi-surface cleaner 750Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-orange-m-surface-trig750ml/p/22994,625,multi-purpose-cleaner,Carrefour,2025-08-06
Maxel Magic F/Cleaner Grapefruit 2L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/maxel-magic-f-cleaner-grapefruit-2l/p/167074,545,multi-purpose-cleaner,Carrefour,2025-08-06
Astonish Ready To Use Zesty Lemon Disinfectant Spray 550ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-lemon-disinfect-spry550ml/p/174900,375,multi-purpose-cleaner,Carrefour,2025-08-06
Astonish Carpet and uphostery targeted spot stain remover 750Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-carpet-uphostery-trig750ml/p/22996,630,multi-purpose-cleaner,Carrefour,2025-08-06
Magnee M/Surface Cleaner Lavender2L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/magnee-m-surface-cleaner-lavender2l/p/150915,550,multi-purpose-cleaner,Carrefour,2025-08-06
Carrefour Antibacterial Pine Disinfectant Floor Cleaner 900ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/crf-mac-4in1-pine900ml/p/179998,473,multi-purpose-cleaner,Carrefour,2025-08-06
Astonish Antibacterial Pomegranate and Raspberry Surface Cleanser 750ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-p-raspberry-s-clean750ml/p/156052,625,multi-purpose-cleaner,Carrefour,2025-08-06
Pledge Lemon Oil Multi Surface Cleaner Spray 300ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pledge-msc-lemon-oil-300ml/p/112777,385,multi-purpose-cleaner,Carrefour,2025-08-06
Magnee All Purpose Cleaner 750Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/magnee-all-purpose-cleaner-750ml/p/9241,224,multi-purpose-cleaner,Carrefour,2025-08-06
Harpic Bathroom Cleaner Floral 500Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/harpic-bathroom-cleaner-floral500ml/p/140443,444,multi-purpose-cleaner,Carrefour,2025-08-06
Rush Multipurpose Fizzy Lemon Liquid Detergent 5L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/rush-multipurpose-detergent-lemon5l/p/29797,795,multi-purpose-cleaner,Carrefour,2025-08-06
Pledge Potpourri Multi Surface Cleaner Spray 300ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pledge-msc-potpourri-300ml/p/112778,385,multi-purpose-cleaner,Carrefour,2025-08-06
Dettol Multi Action Cleaner Lavender 900Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/dettol-m-action-clnr-lavender-900ml/p/13304,750,multi-purpose-cleaner,Carrefour,2025-08-06
Cerrazo Cleaner Ceramic&Terrazo 1L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/cerrazo-cleaner-ceramic-terrazo-1l/p/66695,300,multi-purpose-cleaner,Carrefour,2025-08-06
Astonish citrus Linen Disinfectant Spray 550Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-fresh-disinfect-spray550ml/p/174897,375,multi-purpose-cleaner,Carrefour,2025-08-06
Pledge Lavender Multi Surface Cleaner Spray 300ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pledge-msc-lavender-300ml/p/112779,385,multi-purpose-cleaner,Carrefour,2025-08-06
Pride Mult-Liquid Detergent 500Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pride-mult-liquid-detergent-500ml/p/28482,140,multi-purpose-cleaner,Carrefour,2025-08-06
Kiwi Shoe Polish Black 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-100ml/p/37828,260,shoe-polish,Carrefour,2025-08-06
Kiwi Shoe Polish Black 200ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-200ml/p/37831,466,shoe-polish,Carrefour,2025-08-06
Kiwi Colour Shine Black 75Ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-colour-shine-black-75ml/p/37856,347,shoe-polish,Carrefour,2025-08-06
Kiwi Shoe Polish Black 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-40ml/p/37822,135,shoe-polish,Carrefour,2025-08-06
Kiwi Colour Shine Neutral 75Ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-colour-shine-neutral-75ml/p/37858,347,shoe-polish,Carrefour,2025-08-06
Kiwi Suede Cleaner Black 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-suede-cleaner-black-100ml/p/37850,184,shoe-polish,Carrefour,2025-08-06
Kiwi Suede Cleaner Neutral 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-suede-cleaner-neutral-100ml/p/37852,184,shoe-polish,Carrefour,2025-08-06
Kiwi Quality Shoe Polish Dark Tan 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-darktan-100ml/p/37829,260,shoe-polish,Carrefour,2025-08-06
Kiwi Quality Shoe Cream Neutral 150ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-cream-jar-neutral-150ml/p/37845,154,shoe-polish,Carrefour,2025-08-06
Kiwi Shoe Polish Black 15ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-15ml/p/37816,55,shoe-polish,Carrefour,2025-08-06
Kiwi Quality Shoe Polish Mid Brown 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-mid-brown-40ml/p/37825,135,shoe-polish,Carrefour,2025-08-06
Kiwi Quality Shoe Cream Neutral 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-cream-jar-neutral-100ml/p/37839,129,shoe-polish,Carrefour,2025-08-06
Kiwi Quality Shoe Polish Dark Tan 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-darktan-40ml/p/37823,135,shoe-polish,Carrefour,2025-08-06
KIWI SUEDE CLEANER DARKBROWN 100ML,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-suede-cleaner-darkbrown-100ml/p/37853,184,shoe-polish,Carrefour,2025-08-06
Kiwi Shoe Polish Midbrown 100Ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-midbrown-100ml/p/37830,260,shoe-polish,Carrefour,2025-08-06
KIWI SHOE CREAM JAR DARKTAN 150ML,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-cream-jar-darktan-150ml/p/37849,154,shoe-polish,Carrefour,2025-08-06
Kiwi Quality Shoe Polish Neutral 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-neutral-40ml/p/37827,135,shoe-polish,Carrefour,2025-08-06
Kiwi Shoe Polish Black 25ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-25ml/p/37819,99,shoe-polish,Carrefour,2025-08-06
Kiwi Quality Shoe Polish Honey Red 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-toney-red-40ml/p/37824,135,shoe-polish,Carrefour,2025-08-06
Safisha Handy Sponge Cleaner  4 pcs,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-handy-sponge-cleaner-4-s/p/67629,155,scouring-sponge,Carrefour,2025-08-06
Scotch Brite heavy duty comfort Nailsaver,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-h-d-nailsaver-2-1free/p/75427,295,scouring-sponge,Carrefour,2025-08-06
Safisha Scrubbing Sponge Pack Of 4,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-scrubbing-sponge-x4/p/21656,220,scouring-sponge,Carrefour,2025-08-06
Safisha Sponge Cloth Pack Of 3,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-sponge-cloth-x3/p/21657,174,scouring-sponge,Carrefour,2025-08-06
SAFISHA WASH UP SPONGE 4'S,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-wash-up-sponge-4-s/p/67631,135,scouring-sponge,Carrefour,2025-08-06
Sokoni Steel Wool 20 gr x 15,https://www.carrefour.ke/mafken/en/scouring-steel-wools/sokoni-steelwool-20gx15/p/15851,158,scouring-steel-wools,Carrefour,2025-08-06
SUPA BRITE SCOURING PAD 12PK,https://www.carrefour.ke/mafken/en/scouring-sponge/supa-brite-scouring-pad-12pk/p/98780,280,scouring-sponge,Carrefour,2025-08-06
SAFISHA SCOURER SPONGE SILVERX1,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-scourer-sponge-silverx1/p/21647,69,scouring-sponge,Carrefour,2025-08-06
SUPA BRITE SCOURING PAD 4PK,https://www.carrefour.ke/mafken/en/scouring-sponge/supa-brite-scouring-pad-4pk/p/98779,100,scouring-sponge,Carrefour,2025-08-06
Safisha Steelwool 15 gr x 5,https://www.carrefour.ke/mafken/en/scouring-steel-wools/safisha-steelwool-15g-x5/p/21667,62,scouring-steel-wools,Carrefour,2025-08-06
Supa Brite Sufuria Scrubber Pack of 2,https://www.carrefour.ke/mafken/en/scouring-sponge/supa-brite-sufuria-scrubber-2-pack/p/177751,130,scouring-sponge,Carrefour,2025-08-06
SAFISHA STEELWOOL 15GX15,https://www.carrefour.ke/mafken/en/scouring-steel-wools/safisha-steelwool-15gx15/p/21669,147,scouring-steel-wools,Carrefour,2025-08-06
Safisha Kitchen Cleaner Sponge Pack Of 4,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-kitchen-cleaner-sponge-x4/p/21645,220,scouring-sponge,Carrefour,2025-08-06
Safisha All Purpose Sponge Clean 4 's,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-all-purpose-sponge-clean4-s/p/67620,220,scouring-sponge,Carrefour,2025-08-06
SUPA BRITE POT SCOURER 1PK,https://www.carrefour.ke/mafken/en/scouring-sponge/supa-brite-pot-scourer-1pk/p/98798,130,scouring-sponge,Carrefour,2025-08-06
SOKONI STEELWOOL 20GX24,https://www.carrefour.ke/mafken/en/scouring-steel-wools/sokoni-steelwool-20gx24/p/15849,249,scouring-steel-wools,Carrefour,2025-08-06
SAFISHA SPONGE JUMBO CLOTH X3,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-sponge-jumbo-cloth-x3/p/21662,290,scouring-sponge,Carrefour,2025-08-06
SOKONI STEELWOOL 15GX30,https://www.carrefour.ke/mafken/en/scouring-steel-wools/sokoni-steelwool-15gx30/p/15847,310,scouring-steel-wools,Carrefour,2025-08-06
SAFISHA POT SCRUBBER WITH SPONGE 1,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-pot-scrubber-with-sponge-1/p/96120,124,scouring-sponge,Carrefour,2025-08-06
Safisha Scourer Sponge Gold Pack Of 1,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-scourer-sponge-gold-x1/p/21646,69,scouring-sponge,Carrefour,2025-08-06
Scotch Brite Scouring Pad Pack Of 4,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-scouring-pad-std-x4/p/2233,155,scouring-sponge,Carrefour,2025-08-06
SCOTCH BRITE H/DUTY LAMINA NAIL8'S,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-h-duty-lamina-nail8-s/p/45453,579,scouring-sponge,Carrefour,2025-08-06
SCOTCH BRITE REG SPONGE CLOTH X3,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-reg-sponge-cloth-x3/p/2244,545,scouring-sponge,Carrefour,2025-08-06
Vileda Tip Top Sponge Set 3 Pieces,https://www.carrefour.ke/mafken/en/scouring-sponge/vileda-scourer-tip-top-3-pcs/p/201946,295,scouring-sponge,Carrefour,2025-08-06
Arix Xtra Scourer 2+1,https://www.carrefour.ke/mafken/en/scouring-sponge/arix-xtra-scourer-2-1/p/145857,210,scouring-sponge,Carrefour,2025-08-06
STARWASH HANDGRIP SCOURERS 10PK,https://www.carrefour.ke/mafken/en/wipe-cloths/starwash-handgrip-scourers-10pk/p/102047,465,wipe-cloths,Carrefour,2025-08-06
SAFISHA GENTLE SCRUBBING SPONGE1'S,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-gentle-scrubbing-sponge1-s/p/67624,60,scouring-sponge,Carrefour,2025-08-06
Spontex Microfibre Cloth Collection 4 Pieces,https://www.carrefour.ke/mafken/en/wipe-cloths/spontex-microfibre-cloth-4pcs/p/17734,1140,wipe-cloths,Carrefour,2025-08-06
ARIX 12712 SCOURING SPONGE X1,https://www.carrefour.ke/mafken/en/scouring-sponge/arix-12712-scouring-sponge-x1/p/10605,150,scouring-sponge,Carrefour,2025-08-06
TREND CLEANING CLOTH 3 PIECES PCK,https://www.carrefour.ke/mafken/en/wipe-cloths/trend-cleaning-cloth-3-pieces-pck/p/177444,125,wipe-cloths,Carrefour,2025-08-06
Sokoni Steelwool 250 gr,https://www.carrefour.ke/mafken/en/scouring-steel-wools/sokoni-steelwool-250g/p/15845,120,scouring-steel-wools,Carrefour,2025-08-06
Scotch Brite Classic Dish Sponge 4 Pieces,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-h-d-laminate-4-s/p/78948,315,scouring-sponge,Carrefour,2025-08-06
Scotch Brite Flat Dish Sponge 4 Pieces,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-h-duty-lamina-nail4-s/p/149038,339,scouring-sponge,Carrefour,2025-08-06
Ultra Clean Sponge Cloth 3 Pieces,https://www.carrefour.ke/mafken/en/scouring-sponge/ultra-clean-sponge-cloth-3-pack/p/145875,180,scouring-sponge,Carrefour,2025-08-06
SAFISHA SCOURING PAD X4,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-scouring-pad-x4/p/21650,113,scouring-sponge,Carrefour,2025-08-06
SCOTCH BRITE SCOURING PAD LARGE X6,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-scouring-pad-large-x6/p/2236,465,scouring-sponge,Carrefour,2025-08-06
Scotch Brite Scouring Pad Pack Of 12,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-scouring-pad-std-x12/p/2234,585,scouring-sponge,Carrefour,2025-08-06
Supa Brite Super Clean Pot Scrubber With Sponge 1 Piece,https://www.carrefour.ke/mafken/en/scouring-sponge/supa-brite-scrub-n-sponge-1pk/p/98802,60,scouring-sponge,Carrefour,2025-08-06
Maxbrite Mesh Wire Scrubber 539S,https://www.carrefour.ke/mafken/en/scouring-steel-wools/maxbrite-mesh-wire-scrubber-5-s/p/218375,80,scouring-steel-wools,Carrefour,2025-08-06
SOKONI STEELWOOL 20GX30,https://www.carrefour.ke/mafken/en/scouring-steel-wools/sokoni-steelwool-20gx30/p/15850,420,scouring-steel-wools,Carrefour,2025-08-06
Supa Brite Mini Sufuria Scrubber 1 Piece,https://www.carrefour.ke/mafken/en/scouring-sponge/supa-brite-sufuria-scrubbe-mini-1pk/p/98793,55,scouring-sponge,Carrefour,2025-08-06
Supa Brite Super Clean Scrub n Sponge Scouring Pad 2 Pieces,https://www.carrefour.ke/mafken/en/scouring-sponge/supa-brite-scrub-n-sponge-2pk/p/98803,115,scouring-sponge,Carrefour,2025-08-06
Domestos Multipurpose Thick Bleach Banded Citrus Toilet Cleaner 500Ml X Pack Of 2,https://www.carrefour.ke/mafken/en/toilet-cleaner/domestos-citrus-banded-x500ml/p/101711,440,toilet-cleaner,Carrefour,2025-08-06
Harpic Toilet Cleaner Mountain Pine 500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/harpic-toilet-cleaner-m-p-500ml/p/197590,444,toilet-cleaner,Carrefour,2025-08-06
Harpic Power Plus Lavender500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/harpic-power-plus-w-c-lavender500ml/p/13334,444,toilet-cleaner,Carrefour,2025-08-06
Elesept Ultra Lavender Stain Cleaner 750 ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/elesept-toilet-disinf-lavende750ml/p/66686,365,toilet-cleaner,Carrefour,2025-08-06
Harpic Power Plus Original500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/harpic-power-plus-w-c-original500ml/p/13336,444,toilet-cleaner,Carrefour,2025-08-06
Domestos Toilet Cleaner Powder 900G,https://www.carrefour.ke/mafken/en/detergent-bathroom/domestos-powder-900g/p/130704,200,detergent-bathroom,Carrefour,2025-08-06
Harpic Power Plus Original 1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/harpic-power-plus-w-c-original-1l/p/13335,1145,toilet-cleaner,Carrefour,2025-08-06
Harpic Power Plus Lavender 1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/harpic-power-plus-w-c-lavender-1l/p/13333,1145,toilet-cleaner,Carrefour,2025-08-06
Astonish Bathroom Cleaner 750Ml,https://www.carrefour.ke/mafken/en/detergent-bathroom/astonish-bathroom-cleaner-750ml/p/22983,625,detergent-bathroom,Carrefour,2025-08-06
Safisha In Cistern Toilet Block Breeze 50 gr x 4,https://www.carrefour.ke/mafken/en/toilet-rim-blocks/safisha-in-cistern-t-b-o-breez50gx4/p/93316,270,toilet-rim-blocks,Carrefour,2025-08-06
Ace Ltc Ocean Fresh T/Cleaner500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/ace-ltc-ocean-fresh-t-cleaner500ml/p/105116,278,toilet-cleaner,Carrefour,2025-08-06
Duzzit Bluetoilet Blocks 6 Pack,https://www.carrefour.ke/mafken/en/toilet-rim-blocks/151-duzzit-bluetoilet-blocks-6pk/p/132815,495,toilet-rim-blocks,Carrefour,2025-08-06
Ace Ltc Lavender Fresh T/Clean500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/ace-ltc-lavender-fresh-t-clean500ml/p/105117,275,toilet-cleaner,Carrefour,2025-08-06
Ace Ltc Pine Fresh T/Cleaner500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/ace-ltc-pine-fresh-t-cleaner500ml/p/105121,275,toilet-cleaner,Carrefour,2025-08-06
Harpic Power Plus Citrus 1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/harpic-power-plus-w-c-citrus-1l/p/13331,1145,toilet-cleaner,Carrefour,2025-08-06
Harpic Toilet Cleaner Floral 1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/harpic-toilet-cleaner-p-p-flo-1l/p/197593,1145,toilet-cleaner,Carrefour,2025-08-06
ELESEPT TOILET DISINF. PINE 750ML,https://www.carrefour.ke/mafken/en/toilet-cleaner/elesept-toilet-disinf-pine-750ml/p/66687,365,toilet-cleaner,Carrefour,2025-08-06
Domestos Toilet Cleaner Original 1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/domestos-toilet-cleaner-original-1l/p/185310,520,toilet-cleaner,Carrefour,2025-08-06
Safisha Toilet Cleaner Pine1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/safisha-toilet-cleaner-pine1l/p/138452,329,toilet-cleaner,Carrefour,2025-08-06
Harpic Power Plus Citrus 500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/harpic-power-plus-w-c-citrus-500ml/p/13332,595,toilet-cleaner,Carrefour,2025-08-06
Ace Ltc Fruity Fresh T/Cleaner1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/ace-ltc-fruity-fresh-t-cleaner1l/p/105126,523,toilet-cleaner,Carrefour,2025-08-06
Ace Ltc Power Max T/Cleaner500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/ace-ltc-power-max-t-cleaner500ml/p/105118,275,toilet-cleaner,Carrefour,2025-08-06
Domestos Citrus Fresh Toilet Cleaner 500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/domestos-lemon-fresh-t-cleaner500ml/p/101708,270,toilet-cleaner,Carrefour,2025-08-06
Domestos Original Toilet Cleaner 500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/domestos-original-t-cleaner500ml/p/101707,270,toilet-cleaner,Carrefour,2025-08-06
Carrefour Antibacterial Aqua Fresh Bathroom Cleaner 500ml x Pack of 3,https://www.carrefour.ke/mafken/en/detergent-bathroom/crf-bath-cleaner-500mlx3/p/122579,1321,detergent-bathroom,Carrefour,2025-08-06
BRAIT TOILET BLOCK SWEET FLOWERS45G,https://www.carrefour.ke/mafken/en/toilet-rim-blocks/brait-toilet-block-sweet-flowers45g/p/154536,375,toilet-rim-blocks,Carrefour,2025-08-06
Brait Toilet Block Pine 45G,https://www.carrefour.ke/mafken/en/toilet-rim-blocks/brait-toilet-block-pine-45g/p/30369,350,toilet-rim-blocks,Carrefour,2025-08-06
Domestos Citrus Banded 1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/domestos-citrus-banded-1l/p/218202,740,toilet-cleaner,Carrefour,2025-08-06
Domestos Summer Fresh Thick Multipurpose Bleach 500Ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/domestos-summer-fresh-liquid-500ml/p/101709,270,toilet-cleaner,Carrefour,2025-08-06
BRAIT TOILET BLOCK VOLCANO ICE 45G,https://www.carrefour.ke/mafken/en/toilet-rim-blocks/brait-toilet-block-volcano-ice-45g/p/154537,375,toilet-rim-blocks,Carrefour,2025-08-06
Clorox Multi Purpose Citrus Purity Toilet Cleaner Gel 750ml,https://www.carrefour.ke/mafken/en/toilet-cleaner/clorox-toilet-cleaner-citrus-750ml/p/220433,690,toilet-cleaner,Carrefour,2025-08-06
Tropikal Powerful Fresh Toilet Cleaner 1L,https://www.carrefour.ke/mafken/en/toilet-cleaner/tropikal-toilet-cleaners-loo1l/p/104914,600,toilet-cleaner,Carrefour,2025-08-06
Brait Toilet Block Oceanic 45G,https://www.carrefour.ke/mafken/en/toilet-rim-blocks/brait-toilet-block-oceanic-45g/p/30368,350,toilet-rim-blocks,Carrefour,2025-08-06
Parex Black Edition Spinning Cleaning Smart Mop Set Blackpurple,https://www.carrefour.ke/mafken/en/mops/parex-black-spinning-cleaning-set/p/214929,3995,mops,Carrefour,2025-08-06
Teepee Floor Mop With Handle Large,https://www.carrefour.ke/mafken/en/mops/tp-large-mop-handle/p/4780,305,mops,Carrefour,2025-08-06
Teepee Large Metal Socket Mop + Handle L10,https://www.carrefour.ke/mafken/en/mops/tp-large-metal-mop-handle/p/4781,410,mops,Carrefour,2025-08-06
Vileda Classic Cotton Mop With Handle Red/White,https://www.carrefour.ke/mafken/en/mops/vileda-classic-cotton-mop-wt-hndle/p/202149,1335,mops,Carrefour,2025-08-06
Parex Windy Duo Spray Mop,https://www.carrefour.ke/mafken/en/mops/parex-windy-duo-spray-mop/p/214930,2795,mops,Carrefour,2025-08-06
PAREX HANDLE (120 CM),https://www.carrefour.ke/mafken/en/mops/parex-handle-120-cm-/p/177406,575,mops,Carrefour,2025-08-06
Vileda Active Max Microfibre And Cotton Mop Refill,https://www.carrefour.ke/mafken/en/mops/vileda-max-micro-cotton-refill/p/202157,1160,mops,Carrefour,2025-08-06
Teepee Floor Mop With Handle L11FH,https://www.carrefour.ke/mafken/en/mops/tp-jumbo-metal-mop-handle/p/4782,660,mops,Carrefour,2025-08-06
PAREX MULTI 360 DEG. SPINNING REFIL,https://www.carrefour.ke/mafken/en/mops/parex-multi-360-deg-spinning-refil/p/177404,1995,mops,Carrefour,2025-08-06
Teepee Jumbo Floor Mop With Handle,https://www.carrefour.ke/mafken/en/mops/tp-jumbo-mop-handle/p/4779,405,mops,Carrefour,2025-08-06
Parex Trend Practical Flat Mop Pink,https://www.carrefour.ke/mafken/en/mops/trend-practical-flat-mop/p/191778,1795,mops,Carrefour,2025-08-06
Al.Gi Floor Mop With Handle Large L9,https://www.carrefour.ke/mafken/en/mops/al-gi-mop-large-with-handle-l9/p/145716,350,mops,Carrefour,2025-08-06
AL.GI MOP LARGE WITH HANDLE L4C,https://www.carrefour.ke/mafken/en/mops/al-gi-mop-large-with-handle-l4c/p/145715,520,mops,Carrefour,2025-08-06
TEEPEE JUMBO THREADED MOP + HANDLE,https://www.carrefour.ke/mafken/en/mops/teepee-jumbo-threaded-mop-handle/p/119457,740,mops,Carrefour,2025-08-06
Tonkita TK847 Rapid Floor Cleaning Set,https://www.carrefour.ke/mafken/en/mops/tonkita-rapid-flat-mop-w-hdl-tk847/p/73093,1500,mops,Carrefour,2025-08-06
VILEDA TURBO CLASSIC REFILL,https://www.carrefour.ke/mafken/en/mops/vileda-turbo-classic-refill/p/202151,795,mops,Carrefour,2025-08-06
PAREX MICROFIBER TOWEL MOP,https://www.carrefour.ke/mafken/en/mops/parex-microfiber-towel-mop/p/177420,850,mops,Carrefour,2025-08-06
Teepee L8FH Dry Mop With Handle 18 Inch,https://www.carrefour.ke/mafken/en/mops/dry-mop-handle-18/p/92098,2275,mops,Carrefour,2025-08-06
Tonkita Maxi Mop,https://www.carrefour.ke/mafken/en/mops/tonkita-anti-bact-mop-w-handle-060/p/11577,765,mops,Carrefour,2025-08-06
Parex Tinny 360 Degrees Spinning Cleaning Mop With Bucket,https://www.carrefour.ke/mafken/en/mops/parex-tinny-360-deg-spinning-mop/p/177403,4495,mops,Carrefour,2025-08-06
Tonkita Curly Microfiber Flat Mop Refill Blue 1 Piece,https://www.carrefour.ke/mafken/en/mops/tonkita-curly-flat-mop-refill/p/83076,690,mops,Carrefour,2025-08-06
Vileda VIL127917 Supermocio 3 Action Mop Refill XL,https://www.carrefour.ke/mafken/en/mops/vileda-supermocio-3-action-refill/p/202148,960,mops,Carrefour,2025-08-06
Teepee Metal Floor Mop Refill Large,https://www.carrefour.ke/mafken/en/mops/tp-large-metal-mop-refil/p/4777,390,mops,Carrefour,2025-08-06
PAREX WINDY SPRY MOP MICROFIBRE REF,https://www.carrefour.ke/mafken/en/mops/parex-windy-spry-mop-microfibre-ref/p/177413,795,mops,Carrefour,2025-08-06
Sunlight 2 In 1 Lavender Hand Washing Powder 1kg,https://www.carrefour.ke/mafken/en/top-load/sunlight-lavender-banded-pack1kg/p/166774,419,top-load,Carrefour,2025-08-06
Jamaa Laundry Bar Soap Cream 1Kg,https://www.carrefour.ke/mafken/en/detergent-soap/jamaa-laundry-bar-soap-cream-1kg/p/21042,236,detergent-soap,Carrefour,2025-08-06
Sunlight Multipurpose Long Bar Soap - 700g,https://www.carrefour.ke/mafken/en/detergent-soap/sunlight-long-bar-soap-700g/p/29793,270,detergent-soap,Carrefour,2025-08-06
Sunlight 2 In 1 Lavender Auto Machine Washing Powder 3Kg,https://www.carrefour.ke/mafken/en/front-load/sunlight-auto-powder-lavender-3kg/p/199394,1349,front-load,Carrefour,2025-08-06
